sampling_date|Location|Rainfall|TSS|Flow|ops_activity
2023-07-07|Outlet_A|22.4|164.6|170|Normal Operation
2023-07-08|Outlet_C|21.0|178.0|158|Construction
2023-07-09|Outlet_C|11.3|82.0|182|Normal Operation
2023-07-10|Outlet_C|2.9|32.8|190|Normal Operation
2023-07-11|Outlet_B|8.7|53.8|137|Normal Operation
2023-07-12|Outlet_B|4.5|70.5|161|Normal Operation
2023-07-13|Outlet_B|12.2|134.1|211|Normal Operation
2023-07-14|Outlet_C|10.8|111.8|101|Normal Operation
2023-07-15|Outlet_B|9.8|66.4|210|Normal Operation
2023-07-16|Outlet_B|14.5|167.0|158|Maintenance
2023-07-17|Outlet_A|10.5|99.6|178|Maintenance
2023-07-18|Outlet_B|7.8|56.9|117|Normal Operation
2023-07-19|Outlet_B|2.7|53.4|196|Normal Operation
2023-07-20|Outlet_C|4.9|38.2|105|Normal Operation
2023-07-21|Outlet_C|3.4|29.1|215|Maintenance
2023-07-22|Outlet_C|15.1|125.6|129|Normal Operation
2023-07-23|Outlet_C|7.4|52.7|117|Normal Operation
2023-07-24|Outlet_C|9.9|53.8|217|Normal Operation
2023-07-25|Outlet_C|5.6|40.7|121|Normal Operation
2023-07-26|Outlet_B|17.7|131.6|116|Normal Operation
2023-07-27|Outlet_C|12.8|70.7|219|Normal Operation
2023-07-28|Outlet_C|9.0|46.6|128|Normal Operation
2023-07-29|Outlet_A|8.0|71.6|125|Maintenance
2023-07-30|Outlet_B|4.1|36.6|108|Normal Operation
2023-07-31|Outlet_B|5.0|27.2|91|Normal Operation
2023-08-01|Outlet_B|1.9|56.5|195|Normal Operation
2023-08-02|Outlet_C|13.0|133.1|161|Normal Operation
2023-08-03|Outlet_C|13.8|87.2|123|Normal Operation
2023-08-04|Outlet_C|14.3|140.1|81|Normal Operation
2023-08-05|Outlet_A|3.6|54.0|96|Normal Operation
2023-08-06|Outlet_C|21.4|96.1|217|Normal Operation
2023-08-07|Outlet_A|6.4|65.0|97|Normal Operation
2023-08-08|Outlet_B|11.9|140.1|101|Normal Operation
2023-08-09|Outlet_C|2.6|82.3|162|Construction
2023-08-10|Outlet_A|18.3|154.3|137|Normal Operation
2023-08-11|Outlet_A|13.5|128.7|132|Normal Operation
2023-08-12|Outlet_C|6.6|70.8|80|Normal Operation
2023-08-13|Outlet_B|5.7|60.9|140|Normal Operation
2023-08-14|Outlet_B|13.2|104.8|110|Normal Operation
2023-08-15|Outlet_B|18.3|101.5|145|Normal Operation
2023-08-16|Outlet_A|4.1|44.1|132|Maintenance
2023-08-17|Outlet_A|7.7|38.4|174|Normal Operation
2023-08-18|Outlet_A|5.5|62.2|102|Normal Operation
2023-08-19|Outlet_A|18.9|122.8|210|Maintenance
2023-08-20|Outlet_B|5.0|138.9|166|Construction
2023-08-21|Outlet_C|2.7|50.5|204|Normal Operation
2023-08-22|Outlet_A|13.6|103.7|188|Normal Operation
2023-08-23|Outlet_A|20.3|109.0|119|Normal Operation
2023-08-24|Outlet_B|13.1|149.2|200|Normal Operation
2023-08-25|Outlet_C|17.3|108.5|118|Normal Operation
2023-08-26|Outlet_C|29.4|184.3|199|Normal Operation
2023-08-27|Outlet_B|25.6|237.5|97|Maintenance
2023-08-28|Outlet_B|25.8|217.3|116|Normal Operation
2023-08-29|Outlet_C|5.5|56.7|84|Normal Operation
2023-08-30|Outlet_A|13.8|129.4|152|Normal Operation
2023-08-31|Outlet_C|9.4|58.0|214|Maintenance
2023-09-01|Outlet_B|9.3|77.5|120|Normal Operation
2023-09-02|Outlet_A|17.8|110.6|89|Normal Operation
2023-09-03|Outlet_A|12.4|134.0|147|Normal Operation
2023-09-04|Outlet_B|7.9|56.0|103|Normal Operation
2023-09-05|Outlet_B|4.8|37.0|157|Normal Operation
2023-09-06|Outlet_B|12.5|138.7|188|Normal Operation
2023-09-07|Outlet_C|7.3|55.9|103|Normal Operation
2023-09-08|Outlet_C|17.8|102.4|86|Normal Operation
2023-09-09|Outlet_A|17.4|121.0|152|Normal Operation
2023-09-10|Outlet_B|11.2|91.9|186|Normal Operation
2023-09-11|Outlet_A|3.3|52.5|178|Normal Operation
2023-09-12|Outlet_A|6.0|73.7|201|Normal Operation
2023-09-13|Outlet_A|26.5|180.2|91|Normal Operation
2023-09-14|Outlet_A|12.2|128.8|164|Normal Operation
2023-09-15|Outlet_B|20.2|220.3|82|Construction
2023-09-16|Outlet_A|3.5|45.5|158|Normal Operation
2023-09-17|Outlet_B|47.8|228.0|164|Normal Operation
2023-09-18|Outlet_B|1.6|63.2|89|Normal Operation
2023-09-19|Outlet_C|12.3|217.5|112|Construction
2023-09-20|Outlet_B|1.4|54.6|125|Maintenance
2023-09-21|Outlet_C|17.8|148.4|138|Normal Operation
2023-09-22|Outlet_B|4.1|44.0|131|Normal Operation
2023-09-23|Outlet_B|7.4|62.2|85|Normal Operation
2023-09-24|Outlet_B|10.7|119.9|209|Normal Operation
2023-09-25|Outlet_C|14.6|98.1|108|Maintenance
2023-09-26|Outlet_C|7.3|27.1|198|Normal Operation
2023-09-27|Outlet_A|9.8|42.4|176|Normal Operation
2023-09-28|Outlet_C|10.3|136.7|147|Maintenance
2023-09-29|Outlet_C|8.8|44.0|139|Maintenance
2023-09-30|Outlet_C|7.2|59.2|203|Normal Operation
2023-10-01|Outlet_C|5.6|24.1|163|Normal Operation
2023-10-02|Outlet_A|10.7|76.8|120|Normal Operation
2023-10-03|Outlet_C|10.5|143.0|192|Construction
2023-10-04|Outlet_B|4.7|56.9|144|Maintenance
2023-10-05|Outlet_B|7.2|54.3|158|Normal Operation
2023-10-06|Outlet_C|1.4|38.5|142|Normal Operation
2023-10-07|Outlet_C|6.9|100.4|197|Construction
2023-10-08|Outlet_B|1.5|40.1|116|Normal Operation
2023-10-09|Outlet_B|5.7|56.9|143|Normal Operation
2023-10-10|Outlet_A|3.3|44.6|165|Maintenance
2023-10-11|Outlet_B|4.3|37.0|212|Normal Operation
2023-10-12|Outlet_B|20.7|139.6|113|Normal Operation
2023-10-13|Outlet_C|2.9|120.4|118|Construction
2023-10-14|Outlet_B|6.1|55.4|146|Maintenance
2023-10-15|Outlet_A|10.7|137.9|141|Normal Operation
2023-10-16|Outlet_B|1.1|55.4|167|Normal Operation
2023-10-17|Outlet_C|7.4|25.8|210|Normal Operation
2023-10-18|Outlet_C|10.0|81.7|188|Normal Operation
2023-10-19|Outlet_B|3.2|55.6|168|Normal Operation
2023-10-20|Outlet_C|2.1|57.7|146|Maintenance
2023-10-21|Outlet_A|14.5|123.7|158|Normal Operation
2023-10-22|Outlet_A|1.1|66.7|108|Normal Operation
2023-10-23|Outlet_B|6.0|33.6|153|Normal Operation
2023-10-24|Outlet_B|2.8|114.0|111|Construction
2023-10-25|Outlet_B|0.5|18.8|166|Normal Operation
2023-10-26|Outlet_C|18.0|102.1|118|Normal Operation
2023-10-27|Outlet_A|13.6|110.5|216|Normal Operation
2023-10-28|Outlet_A|19.0|137.1|180|Normal Operation
2023-10-29|Outlet_C|9.2|70.4|147|Normal Operation
2023-10-30|Outlet_A|2.8|62.3|107|Normal Operation
2023-10-31|Outlet_B|5.5|68.4|93|Normal Operation
2023-11-01|Outlet_B|2.0|66.8|156|Normal Operation
2023-11-02|Outlet_B|6.7|42.1|195|Normal Operation
2023-11-03|Outlet_A|17.2|124.0|107|Normal Operation
2023-11-04|Outlet_B|5.5|24.1|168|Normal Operation
2023-11-05|Outlet_C|10.8|125.1|111|Normal Operation
2023-11-06|Outlet_C|10.1|124.5|216|Normal Operation
2023-11-07|Outlet_A|2.6|44.2|174|Normal Operation
2023-11-08|Outlet_C|2.6|22.0|96|Normal Operation
2023-11-09|Outlet_C|13.4|133.5|196|Normal Operation
2023-11-10|Outlet_A|3.8|58.4|156|Normal Operation
2023-11-11|Outlet_B|11.2|111.2|134|Normal Operation
2023-11-12|Outlet_B|3.7|83.9|89|Construction
2023-11-13|Outlet_B|4.5|126.6|159|Construction
2023-11-14|Outlet_A|11.0|143.5|213|Normal Operation
2023-11-15|Outlet_C|7.2|37.7|195|Normal Operation
2023-11-16|Outlet_B|6.3|47.5|158|Normal Operation
2023-11-17|Outlet_B|3.4|27.5|139|Normal Operation
2023-11-18|Outlet_A|9.1|44.8|121|Normal Operation
2023-11-19|Outlet_B|4.0|64.6|195|Normal Operation
2023-11-20|Outlet_A|12.2|101.8|188|Normal Operation
2023-11-21|Outlet_C|3.5|138.1|150|Construction
2023-11-22|Outlet_A|6.2|28.5|181|Normal Operation
2023-11-23|Outlet_A|12.3|129.3|92|Maintenance
2023-11-24|Outlet_A|10.4|94.6|94|Maintenance
2023-11-25|Outlet_A|11.0|97.4|115|Normal Operation
2023-11-26|Outlet_C|7.5|70.6|94|Normal Operation
2023-11-27|Outlet_C|2.8|35.2|196|Normal Operation
2023-11-28|Outlet_B|14.9|141.6|154|Normal Operation
2023-11-29|Outlet_C|8.2|59.8|135|Normal Operation
2023-11-30|Outlet_C|4.8|51.4|174|Normal Operation
2023-12-01|Outlet_B|4.4|52.6|211|Normal Operation
2023-12-02|Outlet_C|23.4|191.6|131|Construction
2023-12-03|Outlet_A|7.1|48.9|217|Normal Operation
2023-12-04|Outlet_A|2.2|113.9|163|Construction
2023-12-05|Outlet_B|18.4|108.0|108|Normal Operation
2023-12-06|Outlet_B|6.2|39.5|132|Maintenance
2023-12-07|Outlet_B|5.0|22.8|100|Normal Operation
2023-12-08|Outlet_A|3.0|58.1|191|Normal Operation
2023-12-09|Outlet_C|8.5|109.5|217|Construction
2023-12-10|Outlet_A|15.5|102.9|155|Normal Operation
2023-12-11|Outlet_B|8.7|34.9|109|Normal Operation
2023-12-12|Outlet_C|5.4|35.4|204|Normal Operation
2023-12-13|Outlet_C|1.8|45.5|130|Normal Operation
2023-12-14|Outlet_A|6.5|45.5|157|Normal Operation
2023-12-15|Outlet_B|10.0|63.7|101|Maintenance
2023-12-16|Outlet_A|3.8|40.0|143|Normal Operation
2023-12-17|Outlet_C|19.0|127.2|100|Normal Operation
2023-12-18|Outlet_A|5.6|91.4|208|Construction
2023-12-19|Outlet_A|10.6|88.9|186|Normal Operation
2023-12-20|Outlet_B|5.8|45.0|195|Normal Operation
2023-12-21|Outlet_B|14.1|110.8|203|Maintenance
2023-12-22|Outlet_C|9.1|63.7|115|Normal Operation
2023-12-23|Outlet_A|22.7|88.4|126|Normal Operation
2023-12-24|Outlet_A|9.3|31.9|111|Normal Operation
2023-12-25|Outlet_A|12.0|147.3|133|Normal Operation
2023-12-26|Outlet_C|9.7|36.5|102|Normal Operation
2023-12-27|Outlet_C|2.8|53.9|81|Normal Operation
2023-12-28|Outlet_B|18.1|119.2|189|Maintenance
2023-12-29|Outlet_B|10.7|93.3|203|Normal Operation
2023-12-30|Outlet_B|12.3|93.0|146|Normal Operation
2023-12-31|Outlet_A|16.5|166.1|150|Construction
2024-01-01|Outlet_A|17.0|41.9|108|Normal Operation
2024-01-02|Outlet_B|3.1|67.0|198|Maintenance
2024-01-03|Outlet_A|2.5|36.3|192|Normal Operation
2024-01-04|Outlet_B|4.1|56.1|124|Maintenance
2024-01-05|Outlet_C|2.6|55.3|95|Normal Operation
2024-01-06|Outlet_B|5.7|69.1|110|Normal Operation
2024-01-07|Outlet_C|2.9|53.0|129|Normal Operation
2024-01-08|Outlet_A|3.1|37.6|201|Normal Operation
2024-01-09|Outlet_B|10.4|111.2|94|Maintenance
2024-01-10|Outlet_A|1.6|44.8|128|Normal Operation
2024-01-11|Outlet_C|8.4|20.6|89|Normal Operation
2024-01-12|Outlet_C|14.9|81.8|99|Maintenance
2024-01-13|Outlet_C|14.8|100.6|149|Normal Operation
2024-01-14|Outlet_A|12.5|133.1|87|Normal Operation
2024-01-15|Outlet_A|13.7|133.7|113|Normal Operation
2024-01-16|Outlet_A|13.1|90.8|83|Normal Operation
2024-01-17|Outlet_A|3.0|45.1|187|Normal Operation
2024-01-18|Outlet_C|6.7|84.7|103|Construction
2024-01-19|Outlet_C|12.8|100.2|134|Normal Operation
2024-01-20|Outlet_B|5.5|59.6|105|Normal Operation
2024-01-21|Outlet_B|5.5|134.4|104|Construction
2024-01-22|Outlet_A|9.9|22.4|115|Normal Operation
2024-01-23|Outlet_C|25.0|113.8|150|Normal Operation
2024-01-24|Outlet_C|14.5|147.0|91|Normal Operation
2024-01-25|Outlet_C|1.6|39.2|208|Normal Operation
2024-01-26|Outlet_B|9.2|48.3|195|Normal Operation
2024-01-27|Outlet_B|3.4|71.6|212|Normal Operation
2024-01-28|Outlet_C|15.1|144.2|162|Normal Operation
2024-01-29|Outlet_C|19.3|96.4|85|Maintenance
2024-01-30|Outlet_C|27.7|230.0|105|Normal Operation
2024-01-31|Outlet_B|14.7|177.4|192|Construction
2024-02-01|Outlet_C|11.7|97.6|182|Normal Operation
2024-02-02|Outlet_C|12.0|97.4|199|Normal Operation
2024-02-03|Outlet_A|3.3|42.1|88|Normal Operation
2024-02-04|Outlet_A|7.7|120.5|124|Construction
2024-02-05|Outlet_B|9.3|59.9|93|Normal Operation
2024-02-06|Outlet_C|4.7|33.9|191|Normal Operation
2024-02-07|Outlet_C|11.4|192.0|134|Construction
2024-02-08|Outlet_A|30.3|170.9|216|Normal Operation
2024-02-09|Outlet_B|12.7|194.8|94|Construction
2024-02-10|Outlet_A|7.9|36.7|116|Normal Operation
2024-02-11|Outlet_A|11.6|107.9|206|Maintenance
2024-02-12|Outlet_A|9.2|95.8|196|Construction
2024-02-13|Outlet_A|6.5|33.8|163|Normal Operation
2024-02-14|Outlet_C|2.1|55.7|151|Normal Operation
2024-02-15|Outlet_C|13.3|131.5|175|Normal Operation
2024-02-16|Outlet_A|11.4|173.5|190|Construction
2024-02-17|Outlet_B|11.5|174.1|184|Normal Operation
2024-02-18|Outlet_B|18.2|96.6|137|Normal Operation
2024-02-19|Outlet_B|5.4|66.4|174|Normal Operation
2024-02-20|Outlet_B|7.9|27.9|197|Normal Operation
2024-02-21|Outlet_A|4.0|56.8|85|Normal Operation
2024-02-22|Outlet_C|5.2|46.2|83|Normal Operation
2024-02-23|Outlet_B|2.4|40.6|122|Normal Operation
2024-02-24|Outlet_A|4.2|53.0|172|Normal Operation
2024-02-25|Outlet_B|10.7|144.3|121|Normal Operation
2024-02-26|Outlet_B|28.4|181.8|82|Normal Operation
2024-02-27|Outlet_A|2.9|37.1|208|Maintenance
2024-02-28|Outlet_C|6.5|70.4|94|Construction
2024-02-29|Outlet_C|25.1|179.9|126|Normal Operation
2024-03-01|Outlet_A|12.0|118.9|164|Normal Operation
2024-03-02|Outlet_C|10.2|115.1|137|Normal Operation
2024-03-03|Outlet_A|3.7|58.9|118|Normal Operation
2024-03-04|Outlet_A|7.0|53.1|210|Normal Operation
2024-03-05|Outlet_A|4.9|39.2|114|Normal Operation
2024-03-06|Outlet_C|11.2|117.4|131|Normal Operation
2024-03-07|Outlet_A|11.4|172.9|197|Construction
2024-03-08|Outlet_B|5.7|30.0|93|Normal Operation
2024-03-09|Outlet_C|6.6|45.7|109|Normal Operation
2024-03-10|Outlet_C|18.3|148.8|169|Normal Operation
2024-03-11|Outlet_C|19.7|173.9|214|Construction
2024-03-12|Outlet_C|6.1|63.2|174|Normal Operation
2024-03-13|Outlet_B|6.3|38.4|148|Normal Operation
2024-03-14|Outlet_C|2.7|40.5|206|Normal Operation
2024-03-15|Outlet_C|6.6|34.3|131|Normal Operation
2024-03-16|Outlet_A|8.4|60.3|142|Normal Operation
2024-03-17|Outlet_C|10.8|117.7|115|Normal Operation
2024-03-18|Outlet_B|6.8|35.3|170|Normal Operation
2024-03-19|Outlet_B|20.7|107.6|132|Normal Operation
2024-03-20|Outlet_B|21.4|98.9|188|Normal Operation
2024-03-21|Outlet_B|28.9|194.2|151|Maintenance
2024-03-22|Outlet_C|10.8|112.5|94|Normal Operation
2024-03-23|Outlet_C|6.6|13.9|192|Maintenance
2024-03-24|Outlet_B|10.2|88.8|148|Normal Operation
2024-03-25|Outlet_B|6.9|43.7|195|Normal Operation
2024-03-26|Outlet_C|18.3|100.2|83|Normal Operation
2024-03-27|Outlet_B|13.3|129.4|154|Normal Operation
2024-03-28|Outlet_A|5.6|56.3|121|Maintenance
2024-03-29|Outlet_B|13.5|163.5|109|Construction
2024-03-30|Outlet_B|1.3|10.9|149|Normal Operation
2024-03-31|Outlet_A|22.3|112.9|95|Normal Operation
2024-04-01|Outlet_A|4.6|39.5|190|Normal Operation
2024-04-02|Outlet_C|20.4|90.2|183|Normal Operation
2024-04-03|Outlet_C|5.6|43.8|186|Normal Operation
2024-04-04|Outlet_A|8.8|33.1|202|Normal Operation
2024-04-05|Outlet_A|6.3|92.4|106|Construction
2024-04-06|Outlet_C|11.5|105.4|92|Normal Operation
2024-04-07|Outlet_B|2.9|128.3|152|Construction
2024-04-08|Outlet_A|0.6|47.9|165|Maintenance
2024-04-09|Outlet_C|19.4|145.6|110|Maintenance
2024-04-10|Outlet_B|22.2|144.7|82|Normal Operation
2024-04-11|Outlet_A|5.6|48.5|109|Normal Operation
2024-04-12|Outlet_B|4.0|42.8|178|Normal Operation
2024-04-13|Outlet_C|7.0|70.1|213|Normal Operation
2024-04-14|Outlet_A|3.0|65.1|178|Normal Operation
2024-04-15|Outlet_B|10.8|176.5|165|Construction
2024-04-16|Outlet_A|6.1|66.3|143|Maintenance
2024-04-17|Outlet_B|5.5|47.7|197|Maintenance
2024-04-18|Outlet_C|5.1|90.6|193|Construction
2024-04-19|Outlet_C|7.7|20.3|166|Normal Operation
2024-04-20|Outlet_A|6.2|46.0|119|Normal Operation
2024-04-21|Outlet_B|7.8|49.8|104|Normal Operation
2024-04-22|Outlet_A|4.7|73.8|174|Normal Operation
2024-04-23|Outlet_A|16.6|127.6|125|Maintenance
2024-04-24|Outlet_B|10.8|103.8|217|Normal Operation
2024-04-25|Outlet_B|7.9|55.8|111|Normal Operation
2024-04-26|Outlet_B|3.3|62.4|176|Normal Operation
2024-04-27|Outlet_C|15.9|129.7|95|Normal Operation
2024-04-28|Outlet_A|4.9|41.2|97|Normal Operation
2024-04-29|Outlet_A|8.8|42.0|215|Maintenance
2024-04-30|Outlet_C|5.1|55.8|154|Normal Operation
2024-05-01|Outlet_B|13.3|125.9|80|Normal Operation
2024-05-02|Outlet_C|5.0|45.6|204|Normal Operation
2024-05-03|Outlet_C|13.5|101.7|117|Normal Operation
2024-05-04|Outlet_C|4.3|30.6|124|Normal Operation
2024-05-05|Outlet_A|1.0|133.0|160|Construction
2024-05-06|Outlet_C|4.7|18.0|208|Normal Operation
2024-05-07|Outlet_A|10.1|118.0|111|Normal Operation
2024-05-08|Outlet_A|2.8|65.5|215|Normal Operation
2024-05-09|Outlet_A|7.3|50.6|197|Normal Operation
2024-05-10|Outlet_B|7.3|59.0|119|Normal Operation
2024-05-11|Outlet_A|24.8|106.1|153|Normal Operation
2024-05-12|Outlet_A|3.9|48.2|190|Normal Operation
2024-05-13|Outlet_B|23.1|152.3|182|Construction
2024-05-14|Outlet_A|3.9|64.5|182|Normal Operation
2024-05-15|Outlet_C|12.2|112.2|153|Normal Operation
2024-05-16|Outlet_C|6.4|31.9|193|Normal Operation
2024-05-17|Outlet_A|5.7|28.8|202|Normal Operation
2024-05-18|Outlet_B|2.1|122.4|136|Construction
2024-05-19|Outlet_C|12.1|170.7|153|Construction
2024-05-20|Outlet_B|16.3|135.2|162|Normal Operation
2024-05-21|Outlet_B|11.8|194.0|158|Construction
2024-05-22|Outlet_C|4.6|16.3|209|Maintenance
2024-05-23|Outlet_B|6.1|115.4|172|Construction
2024-05-24|Outlet_C|7.1|43.9|129|Normal Operation
2024-05-25|Outlet_B|12.9|129.0|108|Normal Operation
2024-05-26|Outlet_C|17.8|109.6|160|Normal Operation
2024-05-27|Outlet_A|6.7|61.0|89|Maintenance
2024-05-28|Outlet_C|1.2|50.9|196|Normal Operation
2024-05-29|Outlet_C|1.2|54.4|139|Normal Operation
2024-05-30|Outlet_C|4.2|54.3|139|Normal Operation
2024-05-31|Outlet_C|15.9|98.9|137|Normal Operation
2024-06-01|Outlet_B|12.4|82.9|124|Normal Operation
2024-06-02|Outlet_A|13.4|121.5|203|Construction
2024-06-03|Outlet_C|4.5|48.4|105|Normal Operation
2024-06-04|Outlet_B|5.7|107.6|181|Construction
2024-06-05|Outlet_A|15.5|88.3|130|Normal Operation
2024-06-06|Outlet_A|23.8|118.7|131|Normal Operation
2024-06-07|Outlet_A|15.8|140.6|130|Normal Operation
2024-06-08|Outlet_A|15.8|144.8|210|Normal Operation
2024-06-09|Outlet_C|4.3|60.1|93|Normal Operation
2024-06-10|Outlet_C|13.0|103.6|80|Normal Operation
2024-06-11|Outlet_B|2.4|51.7|93|Normal Operation
2024-06-12|Outlet_B|17.4|103.7|160|Maintenance
2024-06-13|Outlet_B|10.6|118.0|82|Normal Operation
2024-06-14|Outlet_A|6.6|39.7|177|Normal Operation
2024-06-15|Outlet_A|0.8|68.4|119|Normal Operation
2024-06-16|Outlet_C|6.5|59.2|168|Normal Operation
2024-06-17|Outlet_A|8.2|16.2|204|Normal Operation
2024-06-18|Outlet_A|8.8|40.0|174|Normal Operation
2024-06-19|Outlet_A|6.7|38.3|88|Normal Operation
2024-06-20|Outlet_B|5.3|40.7|173|Normal Operation
2024-06-21|Outlet_B|3.9|62.9|163|Normal Operation
2024-06-22|Outlet_C|23.8|144.7|100|Maintenance
2024-06-23|Outlet_A|28.3|227.6|104|Normal Operation
2024-06-24|Outlet_A|9.7|44.3|181|Normal Operation
2024-06-25|Outlet_C|4.2|58.1|201|Maintenance
2024-06-26|Outlet_A|3.2|46.7|104|Normal Operation
2024-06-27|Outlet_A|6.7|40.3|216|Normal Operation
2024-06-28|Outlet_B|27.6|237.2|182|Normal Operation
2024-06-29|Outlet_C|10.0|74.3|136|Normal Operation
2024-06-30|Outlet_C|18.5|115.8|116|Normal Operation
2024-07-01|Outlet_C|18.3|142.0|95|Normal Operation
2024-07-02|Outlet_C|13.3|150.8|116|Construction
2024-07-03|Outlet_B|2.9|49.9|155|Maintenance
2024-07-04|Outlet_B|18.3|133.1|105|Normal Operation
2024-07-05|Outlet_A|2.6|51.8|99|Normal Operation
2024-07-06|Outlet_A|4.3|56.6|216|Normal Operation
2024-07-07|Outlet_A|10.3|134.1|182|Normal Operation
2024-07-08|Outlet_A|6.1|59.7|108|Normal Operation
2024-07-09|Outlet_B|10.3|81.2|110|Normal Operation
2024-07-10|Outlet_C|2.5|30.0|98|Normal Operation
2024-07-11|Outlet_B|4.3|82.0|106|Normal Operation
2024-07-12|Outlet_A|12.9|140.7|173|Construction
2024-07-13|Outlet_B|42.0|251.6|164|Normal Operation
2024-07-14|Outlet_C|21.2|202.6|123|Construction
2024-07-15|Outlet_C|1.7|58.4|192|Construction
2024-07-16|Outlet_B|6.6|66.9|153|Normal Operation
2024-07-17|Outlet_B|4.9|59.7|166|Maintenance
2024-07-18|Outlet_B|8.1|74.6|173|Normal Operation
2024-07-19|Outlet_A|10.2|103.0|177|Normal Operation
2024-07-20|Outlet_B|5.2|71.8|211|Normal Operation
2024-07-21|Outlet_B|16.7|98.7|135|Normal Operation
2024-07-22|Outlet_B|18.8|157.5|176|Normal Operation
2024-07-23|Outlet_C|18.1|117.9|177|Normal Operation
2024-07-24|Outlet_C|3.7|61.6|113|Normal Operation
2024-07-25|Outlet_A|10.6|138.7|179|Normal Operation
2024-07-26|Outlet_A|17.0|97.2|93|Normal Operation
2024-07-27|Outlet_C|14.8|89.6|191|Normal Operation
2024-07-28|Outlet_C|14.1|113.1|154|Normal Operation
2024-07-29|Outlet_C|21.5|135.9|176|Normal Operation
2024-07-30|Outlet_B|5.7|56.0|200|Normal Operation
2024-07-31|Outlet_B|1.4|46.2|134|Normal Operation
2024-08-01|Outlet_C|6.6|80.3|196|Maintenance
2024-08-02|Outlet_B|6.9|53.5|172|Normal Operation
2024-08-03|Outlet_B|38.1|190.8|116|Normal Operation
2024-08-04|Outlet_A|4.8|55.1|105|Normal Operation
2024-08-05|Outlet_C|18.5|157.0|146|Construction
2024-08-06|Outlet_C|33.4|218.9|163|Normal Operation
2024-08-07|Outlet_B|28.6|183.6|97|Normal Operation
2024-08-08|Outlet_C|8.2|49.9|106|Normal Operation
2024-08-09|Outlet_A|15.0|98.8|110|Normal Operation
2024-08-10|Outlet_A|10.0|33.2|185|Normal Operation
2024-08-11|Outlet_A|4.2|79.6|208|Normal Operation
2024-08-12|Outlet_C|20.6|169.8|85|Construction
2024-08-13|Outlet_C|12.8|137.3|90|Normal Operation
2024-08-14|Outlet_C|3.7|38.0|97|Normal Operation
2024-08-15|Outlet_C|6.1|54.5|100|Maintenance
2024-08-16|Outlet_C|7.4|30.9|98|Normal Operation
2024-08-17|Outlet_A|19.0|161.7|83|Maintenance
2024-08-18|Outlet_B|2.8|80.5|156|Normal Operation
2024-08-19|Outlet_A|2.8|37.4|195|Maintenance
2024-08-20|Outlet_C|9.8|68.3|104|Normal Operation
2024-08-21|Outlet_A|3.5|44.3|156|Maintenance
2024-08-22|Outlet_C|7.2|72.6|128|Maintenance
2024-08-23|Outlet_C|5.5|82.8|144|Normal Operation
2024-08-24|Outlet_A|0.8|46.5|162|Normal Operation
2024-08-25|Outlet_C|4.6|27.2|80|Normal Operation
2024-08-26|Outlet_B|7.0|95.2|160|Construction
2024-08-27|Outlet_C|16.2|135.3|100|Normal Operation
2024-08-28|Outlet_B|29.0|202.8|165|Normal Operation
2024-08-29|Outlet_B|4.2|44.9|94|Normal Operation
2024-08-30|Outlet_C|9.5|36.7|129|Normal Operation
2024-08-31|Outlet_A|12.1|109.8|127|Normal Operation
2024-09-01|Outlet_B|36.2|291.8|128|Construction
2024-09-02|Outlet_A|5.3|28.3|187|Normal Operation
2024-09-03|Outlet_B|4.0|60.3|124|Maintenance
2024-09-04|Outlet_C|6.2|57.3|111|Normal Operation
2024-09-05|Outlet_C|4.0|45.1|211|Normal Operation
2024-09-06|Outlet_B|13.5|115.0|176|Normal Operation
2024-09-07|Outlet_C|16.6|116.0|159|Normal Operation
2024-09-08|Outlet_B|10.1|191.2|133|Construction
2024-09-09|Outlet_C|9.6|95.7|206|Construction
2024-09-10|Outlet_A|20.9|132.0|213|Normal Operation
2024-09-11|Outlet_C|7.1|29.2|145|Normal Operation
2024-09-12|Outlet_A|14.7|133.6|216|Normal Operation
2024-09-13|Outlet_C|7.0|107.2|188|Construction
2024-09-14|Outlet_A|2.9|140.0|102|Construction
2024-09-15|Outlet_C|18.8|141.7|186|Maintenance
2024-09-16|Outlet_A|10.6|93.9|130|Normal Operation
2024-09-17|Outlet_B|17.6|102.5|151|Normal Operation
2024-09-18|Outlet_B|11.5|110.4|182|Normal Operation
2024-09-19|Outlet_A|12.5|123.2|159|Normal Operation
2024-09-20|Outlet_C|4.1|38.4|97|Normal Operation
2024-09-21|Outlet_A|12.3|116.6|160|Normal Operation
2024-09-22|Outlet_C|20.8|99.0|186|Normal Operation
2024-09-23|Outlet_B|7.8|83.9|148|Construction
2024-09-24|Outlet_C|5.1|48.7|159|Maintenance
2024-09-25|Outlet_B|15.1|151.4|121|Normal Operation
2024-09-26|Outlet_C|2.5|79.9|113|Normal Operation
2024-09-27|Outlet_C|22.6|88.5|127|Normal Operation
2024-09-28|Outlet_C|6.9|49.2|215|Maintenance
2024-09-29|Outlet_A|14.7|126.6|217|Maintenance
2024-09-30|Outlet_A|10.6|128.0|84|Maintenance
2024-10-01|Outlet_B|18.8|133.4|195|Maintenance
2024-10-02|Outlet_B|19.5|162.1|196|Normal Operation
2024-10-03|Outlet_A|9.8|66.7|187|Normal Operation
2024-10-04|Outlet_B|25.5|211.3|102|Normal Operation
2024-10-05|Outlet_A|2.3|42.9|141|Normal Operation
